update,mean_cost,mean_advantage,policy_loss,entropy_loss,capacity_loss,hinge_loss,spread_loss,total_loss,priority_dropped,economy_dropped,val_rl_cost,best_val_cost
91,19748.625,0.42918185390210056,-0.42458122968673706,-10.644203186035156,9.237081854962526e-08,0.10441681742668152,5.433171272277832,-5.531196594238281,0.0,94.25,,15740.4
92,22216.0,0.2560768057128446,-0.055113792419433594,-11.590353965759277,5.153411564151611e-08,0.082529217004776,4.703650951385498,-6.859287738800049,0.0,90.25,,15740.4
93,16260.875,-0.2740043202990698,0.8169955611228943,-13.751703262329102,9.294287650618571e-08,0.09102948009967804,2.5644400119781494,-10.2792387008667,0.0,102.875,,15740.4
94,19421.625,-0.14633694937244332,0.29769816994667053,-12.757668495178223,7.948236202537373e-08,0.10192451626062393,4.567200183868408,-7.7908453941345215,0.0,97.5,,15740.4
95,17663.125,0.06373027410619365,0.008608266711235046,-11.947152137756348,7.828514725360947e-08,0.11752977967262268,3.872462511062622,-7.948552131652832,0.0,97.0,,15740.4
96,15509.5,1.050715605132066,-0.6289728283882141,-8.500548362731934,5.486280230115881e-08,0.15878772735595703,4.9189276695251465,-4.0518059730529785,0.0,69.25,,15740.4
97,17462.75,0.003499466495242576,0.1420247107744217,-11.778779029846191,7.997795137271169e-08,0.16168208420276642,4.413572311401367,-7.06149959564209,0.0,96.875,,15740.4
98,20717.125,-0.4067838409023605,2.987452507019043,-14.334945678710938,7.436193527610158e-08,0.11058763414621353,5.332897186279297,-5.904007911682129,0.0,110.5,,15740.4
99,19628.0,0.25879669813762674,0.06332038342952728,-12.062491416931152,9.506858589247713e-08,0.1231405958533287,4.82874059677124,-7.047290325164795,0.0,97.875,,15740.4
100,13955.125,0.28206760298692757,-0.24388958513736725,-10.27352523803711,7.164515380964076e-08,0.10754741728305817,4.02125358581543,-6.388613700866699,0.0,87.5,15572.225,15572.225
101,15197.125,0.31673799965672544,-0.14393220841884613,-10.84228229522705,6.524336981783563e-08,0.07945547997951508,4.109388828277588,-6.797370433807373,0.0,85.875,,15572.225
