epoch,train_loss,train_ce,train_weight_pen,train_volume_pen,val_loss,val_weight_pen,val_volume_pen,train_acc,val_acc,priority_acc,lr
232,0.786312,0.741669,3.438966,14.418499,0.762377,3.729803,15.812523,0.7278,0.7393,0.7354,4.96e-06
233,0.786413,0.741906,3.415567,14.38697,0.760202,3.762338,15.860821,0.7283,0.7382,0.7314,4.87e-06
234,0.78574,0.741091,3.433827,14.425504,0.765035,3.780995,15.983941,0.7278,0.7381,0.7349,4.77e-06
235,0.783809,0.739354,3.421571,14.360298,0.761299,3.726458,15.759724,0.7282,0.7374,0.7299,4.68e-06
236,0.784567,0.739892,3.435733,14.434336,0.765296,3.747404,15.838824,0.7278,0.7372,0.7302,4.58e-06
237,0.783319,0.738708,3.435088,14.409455,0.762687,3.749268,15.860258,0.7287,0.7373,0.7335,4.49e-06
238,0.785569,0.741058,3.417379,14.386723,0.763163,3.78727,15.936016,0.7283,0.7384,0.7342,4.4e-06
239,0.785266,0.740518,3.448369,14.451077,0.765059,3.756396,15.914535,0.7282,0.7374,0.7311,4.31e-06
240,0.783076,0.738695,3.411568,14.340922,0.768165,3.795557,16.027892,0.7286,0.7357,0.7306,4.22e-06
241,0.784923,0.740259,3.429526,14.436094,0.763682,3.774673,15.964571,0.7281,0.7388,0.7332,4.13e-06
242,0.785486,0.740971,3.424849,14.381101,0.766643,3.764937,15.914516,0.7272,0.7366,0.7252,4.05e-06
243,0.785494,0.741042,3.422152,14.358693,0.762378,3.745074,15.867372,0.7276,0.7382,0.733,3.96e-06
244,0.784856,0.740379,3.417905,14.372664,0.760331,3.740485,15.826157,0.7287,0.7385,0.733,3.88e-06
245,0.786009,0.741248,3.444989,14.459143,0.764529,3.780259,15.911049,0.7278,0.7394,0.7297,3.8e-06
246,0.785723,0.741259,3.416236,14.369294,0.760986,3.771166,15.886827,0.7272,0.74,0.7347,3.72e-06
247,0.783179,0.738522,3.438061,14.424763,0.760738,3.746083,15.844285,0.7283,0.7397,0.737,3.64e-06
248,0.785853,0.741498,3.410045,14.332246,0.762578,3.774374,15.927288,0.728,0.7393,0.7361,3.56e-06
