update,mean_cost,mean_advantage,policy_loss,entropy_loss,capacity_loss,hinge_loss,spread_loss,contrastive_loss,imitation_loss,total_loss,priority_dropped,economy_dropped,val_rl_cost,best_val_cost
65,16331.5,-0.46055587934845643,1.1062426567077637,-13.359796524047852,4.4817166866550906e-08,0.10820221900939941,0.0570431612432003,2.8921639919281006,2.9034276008605957,-6.292716979980469,0.0,106.875,,12170.175
66,12775.375,0.4331008654892139,0.6968929767608643,-10.123729705810547,4.06100859606795e-08,0.10651413351297379,0.03967857360839844,12.040458679199219,1.574761152267456,4.334575653076172,0.0,79.25,,12170.175
67,13244.0,0.190802263060747,-0.24416157603263855,-10.15640926361084,5.100016053916079e-08,0.10705452412366867,0.0621076337993145,8.232831001281738,3.2068002223968506,1.2082228660583496,0.0,76.625,,12170.175
68,17074.5,-0.25672436994785275,0.5881894826889038,-13.244420051574707,4.575216649982394e-08,0.10164868831634521,0.042948924005031586,6.077587127685547,3.1698317527770996,-3.264214515686035,0.0,98.625,,12170.175
69,15023.875,-0.04066437698741304,0.17379042506217957,-11.477910041809082,4.9176453131849485e-08,0.10359927266836166,0.06651031970977783,7.072207927703857,4.4181318283081055,0.35632896423339844,0.0,92.875,,12170.175
70,19213.625,-0.2384638443148252,0.33911406993865967,-12.29711627960205,5.153462367957218e-08,0.10095556080341339,0.07066496461629868,6.716490745544434,6.302948951721191,1.233057975769043,0.0,100.0,12274.15,12170.175
71,16966.375,-0.01812507899223126,-0.004818469285964966,-12.592347145080566,4.1512802084753275e-08,0.10634954273700714,0.08441425859928131,5.315803527832031,3.7160861492156982,-3.37451171875,0.0,97.75,,12170.175
72,19745.125,-0.5326750885626697,0.5619072914123535,-14.794906616210938,4.2397530819471285e-08,0.10959112644195557,0.0746600404381752,7.279504776000977,2.685081958770752,-4.084161758422852,0.0,109.875,,12170.175
73,10966.125,1.1498170949112263,-0.8391758799552917,-5.762239933013916,3.364021949892049e-08,0.10290725529193878,0.04405074566602707,14.229888916015625,3.17117977142334,10.946611404418945,0.0,55.5,,12170.175
74,20139.875,-0.29024897291450485,0.30674123764038086,-11.58363151550293,4.712664036787828e-08,0.1051449105143547,0.04726438596844673,8.265475273132324,6.5537261962890625,3.694721221923828,0.0,103.625,,12170.175
75,27049.0,-0.5407227855388543,3.276571035385132,-13.597874641418457,5.3038920810877244e-08,0.10742082446813583,0.06670766323804855,7.056855201721191,8.763558387756348,5.673238754272461,0.0,111.25,,12170.175
76,21376.75,-0.021289484832688665,0.17099398374557495,-11.544941902160645,6.178949263357936e-08,0.10972700268030167,0.06666459888219833,11.739728927612305,5.571565628051758,6.113738059997559,0.0,99.0,,12170.175
77,16748.25,0.3522788349278272,-0.1401013880968094,-10.466137886047363,3.895033628964484e-08,0.10399619489908218,0.05744723603129387,7.675647735595703,4.094383716583252,1.3252358436584473,0.0,83.75,,12170.175
78,23784.25,-0.18127283182895298,0.2986498177051544,-13.401837348937988,6.339537605981604e-08,0.10776915401220322,0.11460182815790176,8.079673767089844,5.187103748321533,0.38596057891845703,0.0,101.875,,12170.175
79,16463.25,0.5625981832763606,-0.42413443326950073,-9.023764610290527,2.847489177781881e-08,0.10147988796234131,0.07790686935186386,6.534134864807129,3.901885747909546,1.1675090789794922,0.0,73.875,,12170.175
80,21697.5,-0.6767156002211662,0.5590241551399231,-16.105344772338867,5.1851159810212266e-08,0.1070142313838005,0.062410224229097366,2.247986078262329,6.7455220222473145,-6.383387565612793,0.0,116.375,12888.925,12170.175
81,17708.5,0.565093544839139,-0.2563020586967468,-9.313755989074707,3.9582641164770394e-08,0.09632157534360886,0.054210204631090164,6.344096660614014,5.6364240646362305,2.5609946250915527,0.0,78.25,,12170.175
82,15109.25,-0.16125264716096044,0.23906823992729187,-12.114577293395996,4.655485241755741e-08,0.10506625473499298,0.06200238689780235,9.551126480102539,3.068431854248047,0.9111175537109375,0.0,93.625,,12170.175
83,20947.875,-0.6201258670051691,1.2029132843017578,-14.803683280944824,5.312524464784474e-08,0.09606215357780457,0.03900456055998802,3.493600368499756,3.5832202434539795,-6.388883113861084,0.0,114.875,,12170.175
